"Week","Day","Rink","Time","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget","Midget",
"12w1gV2.06_"," "," "," ","Emperors","Emperors","Emperors","Emperors","Emperors","Saints","Saints","Saints","Saints","Saints","Flyers","Flyers","Flyers","Flyers","Flyers","Bears","Bears","Bears","Bears","Bears","Newcastle","Newcastle","Newcastle","Newcastle","Newcastle","Ice Caps","Ice Caps","Ice Caps","Ice Caps","Ice Caps",
" "," "," "," ","Saints","Flyers","Bears","Newcastle","Ice Caps","Emperors","Flyers","Bears","Newcastle","Ice Caps","Emperors","Saints","Bears","Newcastle","Ice Caps","Emperors","Saints","Flyers","Newcastle","Ice Caps","Emperors","Saints","Flyers","Bears","Ice Caps","Emperors","Saints","Flyers","Bears","Newcastle",
"6","SUN","HISS","18",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
"6","SAT","ACT","12",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"6","SAT","ACT","16",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
"7","SAT","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SAT","COIR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","COIR","10",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","COIR","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","COIR","19",0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SUN","COIR","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SAT","PIP","17",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SAT","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SAT","PIP","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","PIP","16",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","PIP","18",0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"7","SUN","PIP","19",0,1,0,0,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,
"7","SUN","PIP","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SAT","MACQ","18",,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,
"7","SAT","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"7","SUN","MACQ","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","MACQ","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","MACQ","18",,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
"7","SUN","MACQ","19",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
"7","SUN","LCC","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","SUN","LCC","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
